mark_seconds,age_at_race
285.04,31.0
285.05,19.8
285.05,16.8
285.05,18.3
285.06,29.5
285.06,27.3
285.06,17.5
285.06,16.2
285.07,20.5
285.07,37.1
285.07,17.7
285.08,21.5
285.08,22.1
285.09000000000003,16.9
285.09000000000003,15.0
285.09000000000003,18.2
285.1,16.4
285.1,18.1
285.1,21.1
285.1,16.2
285.11,23.0
285.12,18.0
285.12,21.5
285.12,19.1
285.12,20.5
285.13,18.0
285.13,20.9
285.13,20.8
285.13,17.1
285.14,37.1
285.14,24.5
285.14,20.5
285.15,18.9
285.15,16.9
285.15,37.3
285.15,16.6
285.15,18.1
285.15,21.4
285.16,16.9
285.16,25.0
285.17,17.6
285.17,37.6
285.17,17.8
285.17,16.5
285.18,24.5
285.19,19.3
285.19,27.6
285.19,25.3
285.19,20.0
285.19,20.3
285.2,16.7
285.2,16.7
285.2,22.0
285.2,16.3
285.21,16.4
285.21,16.6
285.21,17.8
285.22,23.3
285.22,16.8
285.22,21.5
285.22,15.7
285.23,20.7
285.23,19.7
285.23,16.7
285.23,19.8
285.23,15.7
285.23,16.7
285.24,22.3
285.24,17.2
285.25,19.9
285.25,20.5
285.25,18.7
285.25,18.3
285.25,17.4
285.27,15.2
285.27,17.2
285.27,16.7
285.27,19.6
285.28,25.2
285.29,35.7
285.29,16.5
285.29,19.1
285.29,16.8
285.3,30.8
285.3,16.5
285.3,27.3
285.3,16.3
285.3,16.9
285.31,15.3
285.31,15.7
285.31,16.6
285.31,30.9
285.31,17.2
285.32,19.3
285.32,20.9
285.33,16.3
285.33,17.8
285.33,28.5
285.33,16.3
285.34000000000003,19.1
285.34000000000003,17.1
285.34000000000003,17.3
285.35,16.0
285.35,18.8
285.35,17.5
285.35,17.1
285.35,15.5
285.36,19.0
285.36,17.8
285.36,20.2
285.36,17.7
285.36,26.8
285.36,29.3
285.36,22.2
285.36,17.0
285.37,19.5
285.37,22.2
285.37,19.8
285.37,16.4
285.38,24.1
285.38,28.9
285.38,20.6
285.38,17.8
285.38,17.5
285.39,18.4
285.39,21.4
285.39,20.9
285.39,19.2
285.39,17.9
285.39,17.5
285.4,15.3
285.4,17.5
285.41,17.3
285.42,16.5
285.43,19.3
285.43,18.8
285.43,16.7
285.43,17.8
285.43,29.5
285.43,15.7
285.44,17.5
285.44,23.4
285.44,20.0
285.44,16.9
285.45,26.3
285.45,17.9
285.45,17.1
285.45,19.4
285.45,19.7
285.45,25.1
285.46,21.2
285.46,18.9
285.46,18.6
285.46,33.8
285.47,30.4
285.47,15.6
285.47,24.3
285.48,18.0
285.49,17.0
285.49,23.9
285.49,16.6
285.49,21.6
285.49,18.7
285.5,19.2
285.5,18.9
285.5,15.6
285.5,17.2
285.51,21.7
285.51,20.6
285.51,31.2
285.51,17.9
285.51,16.8
285.52,23.1
285.52,17.5
285.52,32.2
285.52,18.0
285.52,26.4
285.53,17.9
285.53,17.0
285.54,16.7
285.54,16.6
285.54,17.0
285.55,15.9
285.55,15.3
285.55,15.9
285.55,20.2
285.55,32.2
285.56,17.6
285.57,17.8
285.57,27.6
285.57,17.7
285.57,26.3
285.57,24.0
285.57,16.6
285.58,17.7
285.59000000000003,16.5
285.59000000000003,26.8
285.59000000000003,16.3
285.6,22.9
285.61,23.4
285.61,16.1
285.61,22.6
285.61,30.6
285.61,17.9
285.61,15.8
285.62,20.3
285.62,17.3
285.62,16.1
285.63,20.7
285.63,21.2
285.63,18.1
285.63,23.0
285.63,24.7
285.63,27.7
285.63,16.0
285.64,22.1
285.65,20.6
285.65,25.0
285.65,19.8
285.65,21.7
285.66,23.2
285.66,18.9
285.66,21.1
285.67,18.6
285.67,16.9
285.68,15.6
285.69,17.5
285.69,17.4
285.69,18.4
285.69,17.1
285.69,18.0
285.7,20.9
285.7,33.1
285.7,15.6
285.7,24.2
285.71,21.7
285.71,21.8
285.71,18.8
285.71,19.2
285.72,16.3
285.72,19.3
285.72,21.9
285.72,26.3
285.72,17.9
285.72,15.9
285.72,20.2
285.72,17.8
285.73,24.4
285.73,20.9
285.73,16.6
285.73,18.0
285.74,17.7
285.75,20.3
285.75,16.8
285.76,19.7
285.76,24.3
285.76,26.6
285.76,33.1
285.77,16.8
285.77,16.9
285.77,16.7
285.77,16.6
285.78,16.8
285.78,16.7
285.78,15.7
285.78,17.0
285.78,18.3
285.79,19.2
285.79,17.6
285.79,16.6
285.79,27.7
285.79,20.9
285.8,20.3
285.8,21.1
285.81,17.5
285.81,15.7
285.81,17.8
285.81,15.8
285.82,32.2
285.82,21.4
285.83,15.0
285.83,25.2
285.83,27.8
285.84000000000003,22.0
285.84000000000003,16.9
285.84000000000003,23.1
285.84000000000003,21.8
285.85,21.5
285.85,16.8
285.85,23.3
285.85,18.2
285.85,20.9
285.86,16.8
285.86,15.2
285.86,16.5
285.86,23.4
285.86,17.8
285.86,40.7
285.86,16.8
285.86,17.7
285.87,16.8
285.87,19.3
285.88,18.3
285.88,22.8
285.88,19.0
285.88,16.5
285.88,18.7
285.88,18.5
285.88,17.8
285.88,17.1
285.88,15.4
285.88,30.6
285.89,29.9
285.89,20.6
285.89,30.4
285.89,17.8
285.89,21.2
285.89,15.7
285.9,34.1
285.9,19.2
285.91,18.8
285.91,27.6
285.91,17.9
285.91,18.9
285.91,20.0
285.92,22.2
285.92,16.7
285.92,24.3
285.93,23.4
285.93,21.1
285.94,17.7
285.94,15.7
285.94,19.2
285.94,22.5
285.95,16.5
285.95,16.6
285.95,16.1
285.95,28.3
285.96,32.2
285.96,18.7
285.96,15.6
285.96,40.4
285.97,16.3
285.98,22.5
285.98,17.1
285.98,30.4
285.98,23.0
285.98,21.3
285.98,16.6
285.99,16.4
285.99,16.8
285.99,20.9
285.99,17.3
285.99,22.0
285.99,16.0
286.0,18.1
286.0,16.0
286.0,20.9
286.0,15.7
286.0,21.1
286.0,20.0
286.0,21.8
286.01,20.9
286.01,21.5
286.01,16.4
286.02,16.5
286.02,19.3
286.02,19.0
286.02,19.1
286.03,22.5
286.03,18.1
286.05,22.1
286.05,26.0
286.05,16.1
286.05,16.4
286.05,17.3
286.06,32.1
286.06,20.6
286.06,19.2
286.06,35.7
286.06,20.2
286.06,19.1
286.06,20.8
286.07,17.6
286.07,20.7
286.07,22.1
286.08,16.4
286.09000000000003,16.6
286.09000000000003,21.9
286.1,18.2
286.1,21.5
286.1,26.0
286.1,24.9
286.1,18.0
286.1,16.2
286.1,24.7
286.11,22.7
286.11,17.8
286.11,15.9
286.11,15.6
286.11,24.2
286.11,21.2
286.12,16.5
286.12,17.9
286.12,15.6
286.12,18.1
286.12,39.2
286.13,19.9
286.13,17.6
286.13,17.9
286.13,24.4
286.13,19.5
286.14,18.1
286.14,18.1
286.14,17.6
286.14,30.3
286.14,15.1
286.15,17.3
286.15,20.1
286.16,19.1
286.16,17.3
286.16,17.6
286.17,18.3
286.17,19.2
286.17,18.0
286.17,20.3
286.18,21.1
286.18,17.9
286.18,18.4
286.19,32.0
286.19,15.5
286.19,21.4
286.2,15.4
286.2,17.6
286.2,16.9
286.2,21.7
286.2,28.5
286.21,16.7
286.22,17.1
286.22,26.5
286.22,17.3
286.23,18.4
286.23,18.3
286.23,15.8
286.23,24.9
286.23,15.9
286.23,24.0
286.23,22.3
286.24,18.3
286.24,16.7
286.24,21.8
286.24,20.2
286.24,18.8
286.24,18.5
286.25,19.6
286.25,23.8
286.25,22.6
286.25,16.1
286.25,17.0
286.26,22.0
286.26,18.1
286.26,19.1
286.26,23.4
286.26,16.1
286.26,22.8
286.26,19.1
286.26,32.0
286.27,20.1
286.27,20.1
286.27,37.4
286.27,18.1
286.27,15.6
286.28,18.7
286.28,19.8
286.29,33.5
286.29,28.7
286.29,35.9
286.29,16.1
286.29,16.0
286.29,19.3
286.3,16.4
286.3,19.5
286.3,17.8
286.3,18.7
286.31,17.5
286.31,24.7
286.31,18.0
286.32,30.3
286.32,17.6
286.32,18.4
286.32,25.1
286.32,25.9
286.32,16.0
286.32,17.5
286.33,16.1
286.33,15.3
286.33,32.0
286.34000000000003,20.6
286.35,22.8
286.35,30.8
286.35,15.8
286.35,23.3
286.35,19.9
286.36,20.2
286.36,25.1
286.36,16.8
286.37,16.6
286.37,19.5
286.37,15.5
286.38,25.8
286.39,19.0
286.39,17.8
286.4,21.7
286.4,25.3
286.4,17.0
286.41,19.0
286.41,16.0
286.41,19.8
286.41,18.3
286.42,15.6
286.42,25.1
286.42,16.1
286.43,21.7
286.43,25.6
286.43,28.1
286.44,17.3
286.44,17.4
286.44,15.7
286.44,23.0
286.44,34.8
286.45,19.5
286.45,17.1
286.45,22.7
286.45,27.5
286.45,24.6
286.45,18.4
286.45,17.3
286.46,19.8
286.46,17.7
286.46,33.3
286.46,16.7
286.47,18.7
286.47,15.5
286.47,21.3
286.47,16.3
286.48,19.3
286.49,20.5
286.49,21.7
286.49,16.6
286.49,19.3
286.49,19.9
286.5,28.7
286.5,16.8
286.5,17.0
286.5,17.7
286.5,16.4
286.5,16.5
286.5,21.7
286.51,19.4
286.51,26.3
286.51,16.5
286.51,18.8
286.51,15.5
286.51,15.8
286.52,29.3
286.52,15.7
286.53,16.6
286.53,17.3
286.53,15.9
286.54,21.3
286.55,22.0
286.55,26.3
286.55,24.6
286.55,22.8
286.56,18.1
286.56,18.0
286.56,15.7
286.56,17.5
286.57,23.8
286.57,22.5
286.57,16.2
286.57,21.3
286.57,15.1
286.58,26.0
286.58,18.1
286.58,25.7
286.58,16.7
286.58,20.3
286.58,21.9
286.58,16.2
286.59000000000003,21.7
286.59000000000003,15.9
286.59000000000003,18.2
286.59000000000003,28.2
286.59000000000003,20.3
286.6,17.0
286.6,21.0
286.6,34.7
286.6,25.9
286.6,17.0
286.61,21.5
286.61,26.3
286.61,16.4
286.61,20.6
286.61,17.7
286.61,15.5
286.62,16.7
286.62,19.8
286.62,22.1
286.62,15.5
286.62,15.6
286.63,24.8
286.63,31.0
286.64,29.5
286.64,16.7
286.64,21.2
286.65,24.2
286.65,19.3
286.65,23.7
286.66,30.2
286.66,20.1
286.66,18.9
286.66,16.6
286.67,16.0
286.67,18.9
286.67,15.4
286.67,17.9
286.67,18.5
286.67,18.3
286.67,22.1
286.67,17.3
286.67,21.8
286.67,16.9
286.68,18.9
286.68,18.9
286.69,34.4
286.69,19.7
286.69,16.8
286.69,17.3
286.69,32.5
286.69,18.9
286.69,17.5
286.69,17.4
286.7,16.4
286.7,16.2
286.71,32.4
286.71,17.8
286.71,23.4
286.71,16.8
286.71,19.0
286.71,22.8
286.71,19.0
286.72,18.1
286.72,22.2
286.72,16.2
286.73,31.1
286.73,17.7
286.74,18.6
286.74,18.9
286.74,18.6
286.74,22.6
286.74,15.1
286.74,15.7
286.74,15.7
286.74,16.0
286.74,18.0
286.74,24.5
286.74,21.5
286.75,16.6
286.75,19.2
286.75,18.3
286.75,17.2
286.76,31.9
286.76,17.0
286.76,17.2
286.76,16.0
286.76,16.5
286.76,16.3
286.77,26.2
286.77,17.1
286.77,17.2
286.78,16.3
286.79,21.5
286.79,18.5
286.79,29.4
286.8,20.3
286.8,23.0
286.8,18.0
286.8,15.4
286.81,18.3
286.81,21.8
286.81,20.1
286.81,17.9
286.81,18.1
286.81,18.6
286.82,26.8
286.82,20.2
286.82,21.0
286.83,21.8
286.83,18.9
286.83,28.8
286.83,31.9
286.83,17.7
286.84000000000003,19.3
286.85,23.8
286.85,20.4
286.86,18.5
286.86,24.9
286.86,16.5
286.86,18.5
286.87,17.5
286.87,20.7
286.88,21.0
286.88,16.9
286.88,17.5
286.88,17.9
286.88,22.0
286.89,22.2
286.89,16.1
286.89,19.2
286.9,19.4
286.9,24.1
286.91,30.0
286.91,15.7
286.91,31.1
286.91,18.0
286.91,16.7
286.91,19.2
286.91,19.0
286.91,40.9
286.92,21.2
286.92,21.8
286.92,21.4
286.92,15.4
286.93,17.7
286.93,18.9
286.93,19.2
286.93,18.5
286.94,18.1
286.94,17.7
286.94,28.7
286.94,22.0
286.94,21.1
286.94,18.6
286.94,21.1
286.95,16.5
286.96,19.8
286.97,17.2
286.97,19.0
286.97,18.5
286.97,16.5
286.97,18.0
286.98,17.5
286.98,18.4
286.99,17.3
286.99,20.7
286.99,17.3
286.99,15.5
287.0,17.4
287.0,16.4
287.0,23.6
287.0,16.8
287.0,27.3
287.0,16.1
287.0,30.8
287.01,23.2
287.01,20.9
287.01,22.1
287.02,32.2
287.02,22.9
287.02,15.6
287.03,36.8
287.03,19.2
287.03,15.6
287.03,15.6
287.04,21.7
287.04,17.4
287.04,26.2
287.04,28.5
287.05,34.4
287.05,17.6
287.05,16.7
287.05,20.3
287.05,16.4
287.05,19.7
287.05,30.0
287.06,17.8
287.06,19.3
287.07,20.9
287.07,17.3
287.07,16.1
287.07,21.5
287.07,15.5
287.08,19.9
287.08,23.9
287.08,15.7
287.08,18.0
287.08,20.2
287.09000000000003,15.9
287.09000000000003,20.1
287.1,19.1
287.1,16.1
287.1,29.5
287.1,18.9
287.11,23.8
287.11,19.3
287.11,16.6
287.11,17.9
287.12,21.8
287.12,15.4
287.12,20.7
287.12,17.1
287.13,18.2
287.13,21.5
287.13,17.9
287.13,24.2
287.13,17.9
287.13,17.5
287.14,18.5
287.14,16.3
287.14,21.9
287.15,19.4
287.15,18.0
287.15,25.0
287.15,22.8
287.15,19.2
287.15,18.0
287.16,26.3
287.16,20.2
287.16,23.6
287.16,16.8
287.17,19.4
287.17,24.3
287.17,23.3
287.17,38.9
287.17,20.5
287.18,15.1
287.19,23.3
287.19,17.2
287.19,29.6
287.2,27.1
287.2,18.1
287.2,18.1
287.2,25.8
287.21,18.1
287.21,15.1
287.21,21.6
287.21,20.6
287.22,16.3
287.22,17.5
287.22,20.1
287.22,17.3
287.22,21.9
287.23,17.0
287.23,23.0
287.23,27.5
287.23,21.0
287.23,16.7
287.24,17.6
287.24,18.3
287.24,18.3
287.25,22.2
287.25,17.4
287.25,22.3
287.25,20.6
287.25,18.6
287.26,18.4
287.26,23.1
287.26,26.4
287.26,21.4
287.26,22.1
287.26,15.1
287.26,17.5
287.27,24.6
287.27,21.1
287.27,17.9
287.28,19.4
287.28,22.1
287.28,15.5
287.28,26.3
287.28,24.6
287.29,17.8
287.29,16.6
287.29,16.7
287.3,16.8
287.3,20.6
287.3,22.4
287.31,20.8
287.31,25.1
287.31,15.8
287.31,16.9
287.32,35.8
287.32,24.0
287.32,38.7
287.32,17.4
287.32,17.9
287.33,27.5
287.33,20.9
287.33,21.5
287.33,35.3
287.33,15.6
287.33,16.7
287.33,17.2
287.34000000000003,18.9
287.34000000000003,15.9
287.35,34.8
287.35,16.0
287.35,20.1
287.36,24.9
287.36,15.2
287.36,17.9
287.36,15.8
287.36,17.0
287.37,20.0
287.37,19.5
287.37,18.1
287.37,21.7
287.38,17.0
287.38,15.8
287.38,29.7
287.38,25.6
287.38,16.5
287.39,17.7
287.39,21.1
287.39,19.3
287.39,17.3
287.39,16.8
287.4,33.4
287.4,27.8
287.4,15.4
287.4,15.0
287.4,21.2
287.41,17.9
287.41,20.4
287.41,19.7
287.41,20.9
287.41,21.5
287.41,17.6
287.42,21.8
287.42,27.3
287.43,20.9
287.43,17.7
287.43,25.8
287.43,25.0
287.44,22.3
287.44,20.1
287.45,17.0
287.45,15.5
287.46,31.2
287.46,16.2
287.46,24.0
287.46,17.1
287.47,20.2
287.47,17.1
287.48,20.1
287.48,21.2
287.48,18.3
287.48,33.5
287.48,23.1
287.48,16.6
287.48,16.8
287.48,15.2
287.48,16.1
287.49,16.6
287.49,18.3
287.49,15.3
287.49,18.2
287.49,19.5
287.5,16.2
287.5,17.8
287.5,19.0
287.5,21.2
287.51,20.2
287.51,16.2
287.51,27.8
287.51,15.5
287.51,16.8
287.52,15.9
287.52,15.7
287.52,18.1
287.52,17.9
287.52,17.7
287.52,17.3
287.53,21.5
287.53,16.2
287.53,18.1
287.53,15.9
287.54,15.3
287.54,15.9
287.55,17.7
287.55,20.3
287.55,24.8
287.55,20.2
287.55,16.3
287.57,18.5
287.57,15.2
287.57,26.2
287.57,17.2
287.58,18.1
287.58,23.6
287.58,25.6
287.58,31.8
287.58,18.9
287.58,16.7
287.59000000000003,18.0
287.59000000000003,17.7
287.59000000000003,20.4
287.59000000000003,18.5
287.59000000000003,22.0
287.6,15.4
287.6,20.5
287.6,15.6
287.61,20.2
287.61,16.9
287.62,15.9
287.62,17.1
287.62,15.0
287.62,18.5
287.62,17.7
287.63,23.5
287.64,23.0
287.64,25.7
287.65,33.5
287.65,19.6
287.65,21.9
287.65,24.2
287.65,17.3
287.65,22.0
287.65,18.2
287.66,17.6
287.66,21.9
287.66,21.5
287.66,17.8
287.66,25.0
287.66,16.0
287.66,16.4
287.66,16.7
287.67,17.0
287.67,19.7
287.69,17.9
287.69,24.1
287.7,23.6
287.7,31.0
287.7,15.0
287.7,21.0
287.71,18.1
287.72,18.8
287.72,22.2
287.72,17.8
287.73,22.8
287.73,17.2
287.73,31.8
287.73,16.0
287.73,18.9
287.73,24.3
287.74,20.9
287.75,23.2
287.75,23.2
287.75,17.2
287.75,17.7
287.76,22.2
287.76,18.0
287.77,16.4
287.77,16.9
287.78,20.0
287.78,22.1
287.78,20.3
287.78,15.5
287.79,18.2
287.79,22.3
287.8,33.1
287.8,15.4
287.8,22.1
287.8,17.2
287.8,31.1
287.8,17.5
287.81,21.3
287.81,18.0
287.82,17.1
287.82,20.0
287.83,16.4
287.83,41.8
287.83,18.0
287.83,17.0
287.83,16.6
287.83,17.4
287.83,37.8
287.84000000000003,21.0
287.84000000000003,18.0
287.84000000000003,20.8
287.84000000000003,24.3
287.84000000000003,15.1
287.85,17.8
287.85,21.7
287.85,15.2
287.85,18.3
287.85,24.0
287.86,19.3
287.86,15.1
287.86,17.3
287.86,17.5
287.86,18.2
287.86,16.0
287.87,27.0
287.87,22.5
287.87,17.3
287.87,42.6
287.88,19.6
287.88,25.7
287.89,15.2
287.89,16.6
287.89,18.3
287.9,22.1
287.91,15.1
287.91,22.1
287.91,24.1
287.91,16.8
287.91,20.3
287.91,29.4
287.91,17.1
287.91,17.7
287.91,27.0
287.92,17.3
287.92,15.9
287.92,21.7
287.92,17.7
287.92,17.7
287.92,21.0
287.92,19.6
287.92,18.7
287.93,22.1
287.93,15.4
287.93,16.7
287.93,15.0
287.94,30.8
287.94,24.7
287.94,17.5
287.94,18.7
287.95,15.4
287.95,19.3
287.95,16.1
287.96,21.9
287.96,15.3
287.97,21.3
287.98,16.8
287.99,18.7
287.99,19.6
287.99,16.2
287.99,16.6
287.99,19.5
287.99,16.3
288.0,16.2
288.0,26.6
288.01,19.4
288.01,19.4
288.01,15.1
288.01,17.0
288.02,19.4
288.02,23.7
288.02,17.8
288.03,18.5
288.03,38.1
288.03,16.4
288.03,30.1
288.04,23.4
288.04,23.4
288.04,16.6
288.04,19.1
288.04,15.6
288.05,18.8
288.05,16.3
288.05,29.3
288.05,26.0
288.06,23.5
288.06,17.2
288.07,21.0
288.07,16.0
288.07,16.9
288.08,18.7
288.09000000000003,25.0
288.09000000000003,27.5
288.09000000000003,17.7
288.1,17.1
288.11,17.0
288.11,17.8
288.11,22.7
288.11,16.7
288.12,20.9
288.12,26.5
288.12,18.1
288.12,16.4
288.13,17.4
288.13,15.6
288.13,18.8
288.14,15.4
288.14,28.6
288.15,18.7
288.15,18.0
288.15,17.4
288.15,17.8
288.15,44.7
288.15,15.1
288.16,18.8
288.16,19.1
288.16,19.7
288.16,21.8
288.17,22.3
288.17,19.1
288.18,43.1
288.18,17.4
288.18,20.2
288.19,22.9
288.19,29.0
288.19,42.0
288.19,19.3
288.19,26.9
288.2,18.9
288.2,15.8
288.2,33.1
288.2,39.0
288.2,24.1
288.2,20.6
288.2,20.6
288.2,16.5
288.21,24.3
288.21,26.3
288.21,24.4
288.22,16.2
288.22,23.8
288.22,16.0
288.22,19.4
288.23,16.9
288.23,29.4
288.23,28.1
288.23,16.0
288.23,16.0
288.23,17.6
288.23,17.8
288.24,17.4
288.24,19.2
288.26,20.6
288.26,21.3
288.26,17.9
288.26,17.3
288.27,18.1
288.27,19.1
288.28,21.3
288.28,17.7
288.28,20.9
288.28,17.1
288.28,17.1
288.29,17.1
288.29,22.0
288.29,26.2
288.3,29.2
288.3,20.4
288.3,25.4
288.31,17.5
288.31,29.4
288.31,17.4
288.32,20.0
288.32,18.2
288.32,15.1
288.32,17.4
288.32,16.1
288.32,17.6
288.32,19.6
288.33,26.6
288.33,16.6
288.33,19.1
288.33,34.8
288.33,25.1
288.34000000000003,17.7
288.34000000000003,24.5
288.34000000000003,21.9
288.34000000000003,21.0
288.34000000000003,16.5
288.34000000000003,15.8
288.34000000000003,21.5
288.35,20.6
288.35,21.4
288.35,16.8
288.35,15.6
288.35,15.8
288.35,16.2
288.36,21.2
288.36,15.5
288.36,20.2
288.36,16.0
288.37,15.8
288.38,19.0
288.38,28.8
288.38,20.6
288.39,17.9
288.39,26.1
288.39,33.3
288.39,17.9
288.4,22.4
288.4,20.1
288.4,26.6
288.4,24.9
288.4,23.6
288.41,17.2
288.41,17.8
288.42,24.8
288.42,26.1
288.42,18.1
288.42,17.5
288.43,26.7
288.43,20.1
288.43,16.2
288.43,23.3
288.43,21.0
288.44,16.4
288.44,17.7
288.44,16.7
288.44,18.4
288.45,20.6
288.45,22.2
288.46,16.0
288.46,21.4
288.46,19.0
288.46,15.6
288.47,29.3
288.47,18.8
288.47,22.4
288.47,22.5
288.48,28.4
288.48,16.9
288.48,22.2
288.48,20.6
288.48,16.7
288.49,24.4
288.49,15.2
288.49,22.7
288.49,19.7
288.5,16.2
288.5,29.4
288.5,26.6
288.5,17.7
288.51,31.4
288.51,18.8
288.51,16.8
288.51,24.2
288.51,15.6
288.51,21.7
288.51,17.2
288.51,17.3
288.52,15.7
288.52,15.0
288.53,16.0
288.53,16.7
288.53,25.2
288.54,15.5
288.55,15.2
288.55,30.4
288.55,17.0
288.56,16.7
288.56,18.6
288.56,17.4
288.56,20.8
288.56,18.9
288.56,35.7
288.56,24.3
288.57,23.2
288.57,23.0
288.58,21.9
288.58,15.0
288.58,16.9
288.58,17.3
288.58,25.9
288.58,17.7
288.58,15.2
288.59000000000003,26.8
288.59000000000003,19.1
288.59000000000003,17.7
288.6,16.9
288.6,23.8
288.61,25.7
288.61,38.1
288.61,19.2
288.61,21.7
288.61,42.0
288.61,19.0
288.62,16.4
288.62,18.9
288.62,23.9
288.62,17.9
288.63,19.3
288.63,16.6
288.63,18.0
288.63,21.7
288.63,22.5
288.63,19.2
288.63,15.1
288.63,15.1
288.63,20.7
288.64,16.0
288.64,16.6
288.64,16.3
288.64,22.2
288.65,17.0
288.66,15.6
288.66,18.7
288.66,19.0
288.66,26.2
288.66,20.1
288.66,16.0
288.66,20.3
288.67,18.1
288.67,22.7
288.67,17.4
288.67,29.5
288.67,32.4
288.67,15.5
288.68,17.8
288.69,21.7
288.69,17.4
288.7,26.2
288.7,42.1
288.7,18.1
288.71,16.8
288.71,16.9
288.71,16.7
288.71,37.3
288.72,17.4
288.72,27.8
288.72,22.7
288.72,23.4
288.72,18.2
288.72,17.1
288.73,20.2
288.73,27.3
288.73,18.2
288.74,17.7
288.74,16.9
288.74,21.8
288.75,37.0
288.75,15.8
288.75,43.2
288.76,23.1
288.76,18.0
288.76,25.2
288.76,20.9
288.76,24.3
288.76,24.5
288.76,19.5
288.77,17.8
288.77,33.6
288.77,26.4
288.77,18.7
288.78,16.5
288.78,24.5
288.78,16.9
288.78,15.5
288.79,18.9
288.8,29.3
288.8,26.4
288.8,19.5
288.8,15.0
288.81,17.1
288.81,15.8
288.83,18.8
288.83,17.6
288.83,18.8
288.84000000000003,17.2
288.85,15.7
288.86,15.8
288.87,17.7
288.87,17.1
288.87,17.5
288.88,15.9
288.88,20.9
288.89,15.8
288.89,16.7
288.9,24.7
288.9,25.0
288.9,17.3
288.9,20.3
288.91,22.0
288.91,17.6
288.92,29.9
288.92,19.3
288.92,17.4
288.92,20.9
288.93,17.3
288.93,37.1
288.93,19.9
288.93,23.3
288.94,16.8
288.94,20.0
288.94,22.2
288.95,17.3
288.95,17.9
288.95,20.9
288.96,18.6
288.96,25.8
288.96,21.1
288.96,24.1
288.96,24.3
288.97,20.9
288.97,15.0
288.97,18.5
288.98,31.2
288.98,16.5
288.98,16.2
288.98,16.8
288.98,15.2
288.99,15.8
288.99,21.6
288.99,18.4
288.99,16.7
288.99,17.0
288.99,22.0
288.99,16.5
289.0,16.1
289.0,16.0
289.01,18.2
289.01,19.7
289.01,21.9
289.01,19.3
289.01,15.9
289.01,18.3
289.02,23.2
289.03,23.2
289.03,15.0
289.03,22.7
289.03,23.8
289.03,19.1
289.04,17.2
289.04,18.0
289.04,24.2
289.04,22.7
289.04,16.1
289.04,17.4
289.05,23.8
289.05,15.8
289.05,26.0
289.05,32.8
289.05,18.6
289.05,21.4
289.06,17.3
289.06,17.9
289.07,16.9
289.07,16.9
289.07,17.6
289.08,16.1
289.09000000000003,21.4
289.09000000000003,29.4
289.09000000000003,15.9
289.09000000000003,18.3
289.1,21.4
289.1,18.6
289.1,18.3
289.11,30.5
289.11,18.0
289.11,23.9
289.11,17.0
289.11,22.2
289.12,16.9
289.12,28.9
289.12,24.4
289.12,22.3
289.12,15.9
289.13,19.8
289.13,18.0
289.13,25.4
289.14,21.6
289.14,15.7
289.14,18.1
289.15,18.4
289.15,16.5
289.15,25.9
289.16,18.0
289.16,19.0
289.16,31.5
289.16,16.7
289.16,32.9
289.16,15.6
289.16,34.4
289.17,30.9
289.17,16.8
289.18,15.2
289.18,25.7
289.18,18.8
289.18,19.2
289.18,18.5
289.19,21.8
289.19,15.6
289.19,22.2
289.19,16.8
289.2,21.6
289.2,17.4
289.2,15.4
289.2,17.4
289.21,20.0
289.21,19.7
289.21,31.1
289.22,16.8
289.22,15.8
289.22,16.4
289.22,21.8
289.23,20.0
289.23,21.8
289.24,21.0
289.24,19.0
289.24,16.5
289.24,15.5
289.24,16.0
289.25,25.2
289.25,29.6
289.25,15.8
289.26,24.3
289.26,19.3
289.26,22.8
289.27,17.1
289.27,16.7
289.27,21.2
289.28,16.7
289.28,20.8
289.28,22.2
289.28,18.6
289.29,19.4
289.3,17.9
289.31,17.1
289.31,19.2
289.31,15.7
289.32,23.5
289.32,16.8
289.33,29.9
289.33,29.8
289.33,17.7
289.34000000000003,18.5
289.34000000000003,20.8
289.35,20.7
289.35,23.1
289.36,15.1
289.36,15.6
289.36,15.3
289.36,17.7
289.37,19.1
289.37,21.6
289.38,28.4
289.38,20.2
289.38,29.0
289.39,21.4
289.39,22.7
289.39,19.7
289.4,21.3
289.4,20.7
289.41,23.0
289.41,16.0
289.41,18.1
289.41,15.5
289.42,17.0
289.42,16.3
289.43,18.2
289.43,24.4
289.44,19.8
289.44,16.6
289.44,15.9
289.45,17.4
289.45,16.4
289.45,23.8
289.46,15.7
289.46,15.8
289.46,15.9
289.46,17.1
289.46,19.0
289.47,34.3
289.47,24.0
289.47,21.0
289.47,18.0
289.48,17.2
289.48,22.5
289.48,22.0
289.48,17.2
289.48,16.7
289.48,21.0
289.48,16.7
289.48,19.3
289.48,15.3
289.49,17.2
289.49,32.0
289.49,16.4
289.49,17.3
289.49,15.7
289.49,19.7
289.5,16.7
289.5,16.1
289.5,24.8
289.5,17.2
289.51,30.4
289.51,23.4
289.51,15.2
289.52,22.2
289.52,17.4
289.52,28.0
289.53,20.1
289.53,17.0
289.54,19.1
289.54,21.7
289.54,15.9
289.54,28.3
289.55,16.9
289.55,16.6
289.56,19.7
289.56,23.5
289.56,15.7
289.57,17.6
289.57,17.7
289.57,29.6
289.58,18.0
289.58,20.1
289.59000000000003,19.6
289.59000000000003,19.4
289.6,18.6
289.6,18.5
289.6,17.9
